Rxn_ID	Rxn_Name	GPR	Subsystem	Formula	Readable_Formula
rxn10491[c0]			Tetrahydromethanopterin Biosynthesis	cpd02920[c0] + cpd15830[c0]  <=> cpd00012[c0] + cpd15851[c0] 	2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate[c0] + 4-(B-D-ribofuranosyl)aminobenzene_5-phosphate[c0]  <=> PPi[c0] + 7,8-dihydropterin-6-ylmethyl-4-(B-D-ribofuranosyl)_aminobenzene_5-phosphate[c0] 	
H4MPTs	Tetrahydromethanopterin synthase		Tetrahydromethanopterin Biosynthesis	cpd00001[c0] + 2 cpd00004[c0] + 2 cpd00002[c0] + 2 cpd00017[c0] + cpd00103[c0] + cpd15851[c0] + cpd02041[c0]  <=> cpd00009[c0] + 2 cpd00003[c0] + 2 cpd00008[c0] + 2 cpd00012[c0] + 2 cpd00019[c0] + cpd00895[c0] 	H2O[c0] + 2 NADH[c0] + 2 ATP[c0] + 2 S-Adenosyl-L-methionine[c0] + PRPP[c0] + 7,8-dihydropterin-6-ylmethyl-4-(B-D-ribofuranosyl)_aminobenzene_5-phosphate[c0] + (S)-2-Hydroxyglutarate[c0]  <=> Phosphate[c0] + 2 NAD[c0] + 2 ADP[c0] + 2 PPi[c0] + 2 S-Adenosyl-homocysteine[c0] + H4MPT[c0] 	
rxn10432[c0]	(S)-alpha-hydroxyglutarate dehydrogenase		Tetrahydromethanopterin Biosynthesis	cpd00067[c0] + cpd00004[c0] + cpd00024[c0]  <=> cpd00003[c0] + cpd02041[c0] 	H[c0] + NADH[c0] + 2-Oxoglutarate[c0]  <=> NAD[c0] + (S)-2-Hydroxyglutarate[c0] 	
ADTHs	ADTH synthase	MMP0686	Tetrahydromethanopterin Biosynthesis	cpd00346[c0] + cpd15853[c0]  -> 2ATDLH6U[c0] + cpd17158[c0] 	L-Aspartate4-semialdehyde[c0] + 6-deoxy-5-ketofructose-1-phosphate[c0]  -> 2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate[c0] + Hydroxypyruvaldehyde_phosphate[c0] 	
ADTHOR	ADTH oxidoreductase	MMP0006	Tetrahydromethanopterin Biosynthesis	cpd00067[c0] + cpd00001[c0] + cpd00003[c0] + 2ATDLH6U[c0]  <=> cpd00699[c0] + cpd00004[c0] + cpd00013[c0] 	H[c0] + H2O[c0] + NAD[c0] + 2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate[c0]  <=> 5-Dehydroquinate[c0] + NADH[c0] + NH3[c0] 	
3DHQAT	3-dehydroquinate aminotransferase		Tetrahydromethanopterin Biosynthesis	cpd00699[c0] + cpd00013[c0]  <=> cpd00067[c0] + cpd00001[c0] + 2A3DHQ[c0] 	5-Dehydroquinate[c0] + NH3[c0]  <=> H[c0] + H2O[c0] + 4-Amino-3-Dehydroquinate[c0] 	
4ADSs	4-aminodehydroshikimate synthase		Tetrahydromethanopterin Biosynthesis	2A3DHQ[c0]  <=> cpd00001[c0] + 4A3DHS[c0] 	4-Amino-3-Dehydroquinate[c0]  <=> H2O[c0] + 4-Amino-3-Dehydroshikimate[c0] 	
4ASDH	4-aminoshikimate dehydrogenase		Tetrahydromethanopterin Biosynthesis	cpd00067[c0] + cpd00004[c0] + 4A3DHS[c0]  <=> cpd00003[c0] + 4ASKM[c0] 	H[c0] + NADH[c0] + 4-Amino-3-Dehydroshikimate[c0]  <=> NAD[c0] + 4-Aminoshikimate[c0] 	
4ASDHT	4-aminoshikimate dehydratase		Tetrahydromethanopterin Biosynthesis	4ASKM[c0]  <=> cpd00001[c0] + 4A3H15D1C[c0] 	4-Aminoshikimate[c0]  <=> H2O[c0] + 4-amino-3-hydroxycyclohexa-1,5-diene-1-carboxylate[c0] 	
ABEEs	4-aminobenzoic acid synthase		Tetrahydromethanopterin Biosynthesis	4A3H15D1C[c0]  <=> cpd00001[c0] + cpd00443[c0] 	4-amino-3-hydroxycyclohexa-1,5-diene-1-carboxylate[c0]  <=> H2O[c0] + ABEE[c0] 	
rxn00979[c0]	Glycolaldehyde:NAD+ oxidoreductase		Glycolate, Glyoxylate Interconversions	cpd00001[c0] + cpd00003[c0] + cpd00229[c0]  <=> 2 cpd00067[c0] + cpd00004[c0] + cpd00139[c0] 	H2O[c0] + NAD[c0] + Glycolaldehyde[c0]  <=> 2 H[c0] + NADH[c0] + Glycolate[c0] 	
rxn00512[c0]	Glycolate:NAD+ oxidoreductase		Glycolate, Glyoxylate Interconversions	cpd00003[c0] + cpd00139[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd00040[c0] 	NAD[c0] + Glycolate[c0]  <=> H[c0] + NADH[c0] + Glyoxalate[c0] 	
rxn00272[c0]	L-Alanine:glyoxylate aminotransferase		Serine-Glyoxylate Cycle	cpd00035[c0] + cpd00040[c0]  <=> cpd00033[c0] + cpd00020[c0] 	L-Alanine[c0] + Glyoxalate[c0]  <=> Glycine[c0] + Pyruvate[c0] 	
COMs	Coenzyme M synthesis		Coenzyme M Biosynthesis	cpd00239[c0] + cpd11640[c0] + cpd00460[c0]  -> cpd00001[c0] + cpd02246[c0] 	H2S[c0] + H2[c0] + sulfoacetaldehyde[c0]  -> H2O[c0] + CoM[c0] 	
rxn00529[c0]	L-Tyrosine carboxylase	MMP0131	Methanofuran Biosynthesis	cpd00067[c0] + cpd00069[c0]  -> cpd00011[c0] + cpd00374[c0] 	H[c0] + L-Tyrosine[c0]  -> CO2[c0] + Tyramine[c0] 	
MfnD	Tyramine-glutamate ligase	MMP0564	Methanofuran Biosynthesis	cpd00002[c0] + cpd00023[c0] + cpd00374[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + GGT[c0] 	ATP[c0] + L-Glutamate[c0] + Tyramine[c0]  -> H[c0] + Phosphate[c0] + ADP[c0] + gamma-Glutamyl-tyramine[c0] 	
MfnB	Tyramine-glutamate ligase	MMP0708	Methanofuran Biosynthesis	cpd00095[c0] + cpd00102[c0]  -> cpd00067[c0] + 2 cpd00001[c0] + cpd00009[c0] + 4HM2FCP[c0] 	Glycerone-phosphate[c0] + Glyceraldehyde3-phosphate[c0]  -> H[c0] + 2 H2O[c0] + Phosphate[c0] + 4-(hydroxymethyl)-2-furancarboxaldehyde-phosphate[c0] 	
MfnC	4-HCF-P:alanine aminotransferase	MMP1072	Methanofuran Biosynthesis	cpd00035[c0] + 4HM2FCP[c0]  -> cpd00020[c0] + 5AM3FMP[c0] 	L-Alanine[c0] + 4-(hydroxymethyl)-2-furancarboxaldehyde-phosphate[c0]  -> Pyruvate[c0] + 5-(aminomethyl)-3-furanmethanol-phosphate[c0] 	
F1Pp	5-(aminomethyl)-3-furanmethanol-phosphate phosphorylase	MMP1399	Methanofuran Biosynthesis	cpd00002[c0] + 5AM3FMP[c0]  -> cpd00008[c0] + 5AM3FMPP[c0] 	ATP[c0] + 5-(aminomethyl)-3-furanmethanol-phosphate[c0]  -> ADP[c0] + 5-(aminomethyl)-3-furanmethanol-pyrophosphate[c0] 	
F1PPc	5-(aminomethyl)-3-furanmethanol-pyrophosphate condensation	MMP0072	Methanofuran Biosynthesis	GGT[c0] + 5AM3FMPP[c0]  -> cpd00012[c0] + AEPM2FMA[c0] 	gamma-Glutamyl-tyramine[c0] + 5-(aminomethyl)-3-furanmethanol-pyrophosphate[c0]  -> PPi[c0] + 4((4-(2-aminoethyl)phenoxy)methyl)-2-furanmethanamine[c0] 	
MFs	Methanofuran synthase		Methanofuran Biosynthesis	3 cpd00023[c0] + cpd11640[c0] + AEPM2FMA[c0]  -> 2 cpd00001[c0] + 2 cpd00013[c0] + cpd00643[c0] 	3 L-Glutamate[c0] + H2[c0] + 4((4-(2-aminoethyl)phenoxy)methyl)-2-furanmethanamine[c0]  -> 2 H2O[c0] + 2 NH3[c0] + Methanofuran[c0] 	
rxn10508[c0]	coenzyme F430 precursor synthase 1 (aminase)		Coenzyme F430 Biosynthesis	2 cpd00001[c0] + 2 cpd00002[c0] + 2 cpd00053[c0] + cpd01620[c0] + cpd00244[c0]  <=> 4 cpd00067[c0] + 2 cpd00009[c0] + 2 cpd00008[c0] + 2 cpd00023[c0] + cpd15873[c0] 	2 H2O[c0] + 2 ATP[c0] + 2 L-Glutamine[c0] + Precorrin_2[c0] + Ni2[c0]  <=> 4 H[c0] + 2 Phosphate[c0] + 2 ADP[c0] + 2 L-Glutamate[c0] + Pyrrochorphinate[c0] 	
rxn10509[c0]	coenzyme F430 precursor synthase 2 (reduction)		Coenzyme F430 Biosynthesis	2 cpd00067[c0] + cpd00004[c0] + cpd15873[c0]  <=> cpd00003[c0] + cpd15874[c0] 	2 H[c0] + NADH[c0] + Pyrrochorphinate[c0]  <=> NAD[c0] + Dihydrocorphinate[c0] 	
rxn10510[c0]	coenzyme F430 precursor synthase 3 (reduction)		Coenzyme F430 Biosynthesis	cpd00067[c0] + cpd00004[c0] + cpd15874[c0]  <=> cpd00003[c0] + cpd15875[c0] 	H[c0] + NADH[c0] + Dihydrocorphinate[c0]  <=> NAD[c0] + Tetrahydrocorphinate[c0] 	
rxn10511[c0]	coenzyme F430 precursor synthase 4 (cyclization)		Coenzyme F430 Biosynthesis	cpd15875[c0]  <=> cpd15905[c0] 	Tetrahydrocorphinate[c0]  <=> 15_17-seco-F430-17-acid[c0] 	
rxn10512[c0]	coenzyme F430 precursor synthase 5 (cyclization)		Coenzyme F430 Biosynthesis	cpd00067[c0] + cpd15905[c0]  <=> cpd00001[c0] + cpd03425[c0] 	H[c0] + 15_17-seco-F430-17-acid[c0]  <=> H2O[c0] + Factor_430[c0] 	
EX_cpd00244[e0]	EX_Ni2[e0]		Exchange	cpd00244[e0]  <=> 	Ni2[e0]  <=> 	
rxn05174[c0]	Nickel-ABC Transport		Transport	cpd00001[c0] + cpd00002[c0] + cpd00244[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00244[c0] 	H2O[c0] + ATP[c0] + Ni2[e0]  -> H[c0] + Phosphate[c0] + ADP[c0] + Ni2[c0] 	
rxn00097[c0]	ATP:AMP phosphotransferase	MMP1031	Purine Conversions	cpd00002[c0] + cpd00018[c0]  -> 2 cpd00008[c0] 	ATP[c0] + AMP[c0]  -> 2 ADP[c0] 	
rxn10499[c0]	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthetase	MMP0876 and MMP0056	Coenzyme F420 Biosynthesis	cpd00001[c0] + 2 cpd00006[c0] + cpd02882[c0] + cpd00868[c0]  <=> 2 cpd00067[c0] + 2 cpd00005[c0] + cpd00013[c0] + cpd00180[c0] + cpd15839[c0] 	H2O[c0] + 2 NADP[c0] + 4-1-D-Ribitylamino-5-aminouracil[c0] + p-hydroxyphenylpyruvate[c0]  <=> 2 H[c0] + 2 NADPH[c0] + NH3[c0] + Oxalate[c0] + 7,8-didemethyl-8-hydroxy-5-deazariboflavin[c0] 	
rxn01053[c0]	(S)-lactaldehyde:NAD+ oxidoreductase	MMP1487	Coenzyme F420 Biosynthesis	cpd00001[c0] + cpd00003[c0] + cpd00334[c0]  <=> 2 cpd00067[c0] + cpd00004[c0] + cpd00159[c0] 	H2O[c0] + NAD[c0] + L-Lactaldehyde[c0]  <=> 2 H[c0] + NADH[c0] + L-Lactate[c0] 	
rxn10567[c0]	LPPG synthetase	MMP0117	Coenzyme F420 Biosynthesis	cpd00067[c0] + cpd00038[c0] + cpd15809[c0]  <=> cpd00012[c0] + cpd15889[c0] 	H[c0] + GTP[c0] + 2-phospho-L-lactate[c0]  <=> PPi[c0] + lactyl-(2)-diphospho-(5)-guanosine[c0] 	
rxn10420[c0]	2-phospho-L-lactate synthase		Coenzyme F420 Biosynthesis	cpd00038[c0] + cpd00159[c0]  <=> cpd00067[c0] + cpd00031[c0] + cpd15809[c0] 	GTP[c0] + L-Lactate[c0]  <=> H[c0] + GDP[c0] + 2-phospho-L-lactate[c0] 	
rxn10566[c0]	LPPG:Fo 2-phospho-L-lactate transferase	MMP0404	Coenzyme F420 Biosynthesis	cpd15839[c0] + cpd15889[c0]  <=> cpd00126[c0] + cpd15864[c0] 	7,8-didemethyl-8-hydroxy-5-deazariboflavin[c0] + lactyl-(2)-diphospho-(5)-guanosine[c0]  <=> GMP[c0] + Coenzyme_F420-0[c0] 	
rxn10525[c0]	gamma-F420-0:gamma-L-glutamate ligase	MMP0937	Coenzyme F420 Biosynthesis	cpd00038[c0] + cpd00023[c0] + cpd15864[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00031[c0] + cpd15865[c0] 	GTP[c0] + L-Glutamate[c0] + Coenzyme_F420-0[c0]  <=> H[c0] + Phosphate[c0] + GDP[c0] + Coenzyme_F420-1[c0] 	
rxn10526[c0]	gamma-F420-1:gamma-L-glutamate ligase	MMP0937	Coenzyme F420 Biosynthesis	cpd00038[c0] + cpd00023[c0] + cpd15865[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00649[c0] + cpd00031[c0] 	GTP[c0] + L-Glutamate[c0] + Coenzyme_F420-1[c0]  <=> H[c0] + Phosphate[c0] + Coenzyme_F420[c0] + GDP[c0] 	
rxn10527[c0]	gamma-F420-2:gamma-L-glutamate ligase	MMP0170	Coenzyme F420 Biosynthesis	cpd00038[c0] + cpd00023[c0] + cpd00649[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00031[c0] + cpd15868[c0] 	GTP[c0] + L-Glutamate[c0] + Coenzyme_F420[c0]  <=> H[c0] + Phosphate[c0] + GDP[c0] + Coenzyme_F420-3[c0] 	
rxn05734[c0]	aldehyde dehydrogenase (glyoxylate, NAD)		Methylglyoxal Metabolism	cpd00001[c0] + cpd00003[c0] + cpd00040[c0]  <=> 2 cpd00067[c0] + cpd00004[c0] + cpd00180[c0] 	H2O[c0] + NAD[c0] + Glyoxalate[c0]  <=> 2 H[c0] + NADH[c0] + Oxalate[c0] 	
rxn01361[c0]	(S)-Dihydroorotate:(acceptor) oxidoreductase	MMP0439 and MMP0919	De Novo Pyrimidine Synthesis	cpd00003[c0] + cpd00282[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd00247[c0] 	NAD[c0] + S-Dihydroorotate[c0]  <=> H[c0] + NADH[c0] + Orotate[c0] 	
CODH	Carbon monoxide dehydrogenase	MMP0979 and MMP0980 and MMP0981 and MMP0982 and MMP0983 and MMP0984 and MMP0985	None	3 cpd00067[c0] + cpd00011[c0] + cpd11620[c0]  <=> cpd00001[c0] + cpd11621[c0] + 0.5 cpd11640[c0] + cpd00204[c0] 	3 H[c0] + CO2[c0] + Reducedferredoxin[c0]  <=> H2O[c0] + Oxidizedferredoxin[c0] + 0.5 H2[c0] + CO[c0] 	
ACS	Acetyl-CoA synthase	MMP0979 and MMP0980 and MMP0981 and MMP0982 and MMP0983 and MMP0984 and MMP0985	None	cpd00010[c0] + cpd02737[c0] + 0.5 cpd11640[c0] + cpd00204[c0]  <=> cpd00067[c0] + cpd00022[c0] + cpd00895[c0] 	CoA[c0] + 5-Methyl-H4MPT[c0] + 0.5 H2[c0] + CO[c0]  <=> H[c0] + Acetyl-CoA[c0] + H4MPT[c0] 	
rxn10480[c0]	CO transporter via diffusion		Transport	cpd00204[c0]  <=> cpd00204[e0] 	CO[c0]  <=> CO[e0] 	
EX_cpd00204[e0]	EX_CO[e0]		Exchange	cpd00204[e0]  <=> 	CO[e0]  <=> 	
FNO	F420:NADP oxidoreductase	MMP1550	None	cpd00006[c0] + cpd00792[c0]  <=> cpd00067[c0] + cpd00005[c0] + cpd00649[c0] 	NADP[c0] + Reduced_coenzyme_F420[c0]  <=> H[c0] + NADPH[c0] + Coenzyme_F420[c0] 	
EX_cpd00131[e0]	EX_Molybdenum[e0]		Exchange	cpd00131[e0]  <=> 	Molybdenum[e0]  <=> 	
Mot	ATP-Dependent Molybdenum transport	(MMP0205 and MMP0206 and MMP0207) or (MMP0504 and MMP0505 and MMP0506) or (MMP0514 and MMP0515 and MMP0516) or (MMP1650 and MMP1651 and MMP1652)	Transport	cpd00001[c0] + cpd00002[c0] + cpd00131[e0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00131[c0] 	H2O[c0] + ATP[c0] + Molybdenum[e0]  <=> H[c0] + Phosphate[c0] + ADP[c0] + Molybdenum[c0] 	
HcyS	Homocysteine Synthesis	MMP1358 and MMP1359	Methionine Biosynthesis	cpd00346[c0] + cpd00239[c0] + cpd11640[c0]  <=> cpd00135[c0] + cpd00001[c0] 	L-Aspartate4-semialdehyde[c0] + H2S[c0] + H2[c0]  <=> Homocysteine[c0] + H2O[c0] 	
MetS	Methionine Synthase	MMP0401	Methionine Biosynthesis	cpd00135[c0] + cpd02737[c0]  -> cpd00060[c0] + cpd00895[c0] 	Homocysteine[c0] + 5-Methyl-H4MPT[c0]  -> L-Methionine[c0] + H4MPT[c0] 	
rxn02430[c0]	Dihydromethanopterin reductase		None	cpd00067[c0] + cpd00005[c0] + cpd03523[c0]  <=> cpd00006[c0] + cpd00895[c0] 	H[c0] + NADPH[c0] + 7,8-Dihydromethanopterin[c0]  <=> NADP[c0] + H4MPT[c0] 	
H4MPT3M2Om	5,10-Methylenetetrahydromethanopterin 3-Methyl-2-oxobutanoate methyltransferase		Coenzyme A Biosynthesis	cpd00001[c0] + cpd00123[c0] + cpd02679[c0]  <=> cpd00895[c0] + cpd00712[c0] 	H2O[c0] + 3-Methyl-2-oxobutanoate[c0] + 5_10-Methylenetetrahydromethanopterin[c0]  <=> H4MPT[c0] + 2-Dehydropantoate[c0] 	
H4MPTdUMPm	5,10-Methylenetetrahydromethanopterin dUMP C-methyltransferase	MMP1379 and MMP0986	Pyrimidine Conversions	cpd00299[c0] + cpd02679[c0]  <=> cpd00298[c0] + cpd03523[c0] 	dUMP[c0] + 5_10-Methylenetetrahydromethanopterin[c0]  <=> dTMP[c0] + 7,8-Dihydromethanopterin[c0] 	
FH4MPTAf	Formyl-H4MPT AICAR Formyltransferase		De Novo Purine Biosynthesis	cpd02851[c0] + cpd00936[c0]  <=> cpd00895[c0] + cpd02884[c0] 	AICAR[c0] + 5-Formyl-H4MPT[c0]  <=> H4MPT[c0] + FAICAR[c0] 	
HPAr	Hydroxypyruvaldehyde phosphate reductase		Coenzyme F420 Biosynthesis	cpd00004[c0] + cpd17158[c0]  <=> cpd00003[c0] + cpd00102[c0] 	NADH[c0] + Hydroxypyruvaldehyde_phosphate[c0]  <=> NAD[c0] + Glyceraldehyde3-phosphate[c0] 	
rxn02377[c0]	UDP-N-acetyl-D-mannosamine:NAD+ 1-oxidoreductase	MMP0706	None	cpd00001[c0] + 2 cpd00003[c0] + cpd00861[c0]  <=> 3 cpd00067[c0] + 2 cpd00004[c0] + cpd03732[c0] 	H2O[c0] + 2 NAD[c0] + UDP-N-acetyl-D-mannosamine[c0]  <=> 3 H[c0] + 2 NADH[c0] + UDP-N-acetyl-D-mannosaminouronate[c0] 	
rxn00298[c0]	UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase	MMP0353	Archaellin Synthesis	cpd00001[c0] + 2 cpd00003[c0] + cpd00037[c0]  <=> 3 cpd00067[c0] + 2 cpd00004[c0] + cpd02782[c0] 	H2O[c0] + 2 NAD[c0] + UDP-N-acetylglucosamine[c0]  <=> 3 H[c0] + 2 NADH[c0] + UDP-N-acetyl-D-glucosaminouronate[c0] 	
UGAor	UDP-GlcNAcA:NAD+ oxidoreductase	MMP0352	Archaellin Synthesis	cpd00003[c0] + cpd02782[c0]  <=> cpd00004[c0] + cpd11640[c0] + U2A2D3OG[c0] 	NAD[c0] + UDP-N-acetyl-D-glucosaminouronate[c0]  <=> NADH[c0] + H2[c0] + UDP-2-acetamido-2-deoxy-3-oxo-glucuronate[c0] 	
UGNAa	UDP-GlcNAC(3keto)A aminase	MMP0351	Archaellin Synthesis	cpd00023[c0] + U2A2D3OG[c0]  <=> cpd00024[c0] + U2A3A23DDG[c0] 	L-Glutamate[c0] + UDP-2-acetamido-2-deoxy-3-oxo-glucuronate[c0]  <=> 2-Oxoglutarate[c0] + UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate[c0] 	
UGNAna	UDP-GlcNAc(3NH2)A N-acetylase	MMP0350	Archaellin Synthesis	cpd00022[c0] + U2A3A23DDG[c0]  <=> cpd00067[c0] + cpd00010[c0] + U23DA23DDG[c0] 	Acetyl-CoA[c0] + UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate[c0]  <=> H[c0] + CoA[c0] + UDP-2,3-diacetamido-2,3-dideoxy-glucuronate[c0] 	
UGNAe	UDP-GlcNAc(3NAc)A epimerase	MMP0357	Archaellin Synthesis	U23DA23DDG[c0]  <=> U23DA23DDM[c0] 	UDP-2,3-diacetamido-2,3-dideoxy-glucuronate[c0]  <=> UDP-2,3-diacetamido-2,3-dideoxy-mannuronate[c0] 	
UMNAat	UDP-ManNAcA aminotransferase	MMP1081 and MMP1082 and MMP1083	Archaellin Synthesis	cpd00001[c0] + cpd00053[c0] + U23DA23DDM[c0]  <=> cpd00023[c0] + U3A23DAM[c0] 	H2O[c0] + L-Glutamine[c0] + UDP-2,3-diacetamido-2,3-dideoxy-mannuronate[c0]  <=> L-Glutamate[c0] + UDP-3-acetamido-2,3-diaminomannuronate[c0] 	
2NACmt	NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose methyltransferase	MMP1085	Archaellin Synthesis	N2A24D5MH4U15P[c0]  <=> N2A24D5MAEH5U15P[c0] 	NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose[c0]  <=> NDP-(5S)-2-acetamido-2,4-dideoxy-5-O-methyl-alpha-L-erythro-hexos-5-ulo-1,5-pyranose[c0] 	
TSot	Tetrasaccharide oligosaccharyltransferase	MMP1084	Archaellin Synthesis	cpd00161[c0] + LIP4SUG[c0]  <=> LIP4SUGT[c0] 	L-Threonine[c0] + Lipid_tetrasaccharide[c0]  <=> Lipid_tetrasaccharide_Thr[c0] 	
GLCgt	GlcNAc3NAcA glycosyltransferase	MMP1079	Archaellin Synthesis	U23DA23DDG[c0] + LIP1SUG[c0]  <=> LIP2SUG[c0] 	UDP-2,3-diacetamido-2,3-dideoxy-glucuronate[c0] + Lipid_monosaccharide[c0]  <=> Lipid_disaccharide[c0] 	
MANgt	ManNAc3NAmA glycosyltransferase	MMP1080	Archaellin Synthesis	U3A23DAM[c0] + LIP2SUG[c0]  <=> LIP3SUG[c0] 	UDP-3-acetamido-2,3-diaminomannuronate[c0] + Lipid_disaccharide[c0]  <=> Lipid_trisaccharide[c0] 	
2NACgt	NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose glycosyltransferase	MMP1088	Archaellin Synthesis	N2A24D5MH4U15P[c0] + LIP3SUG[c0]  <=> LIP4SUG[c0] 	NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose[c0] + Lipid_trisaccharide[c0]  <=> Lipid_tetrasaccharide[c0] 	
TSost	Tetrasaccharide oligosaccharyltransferase	MMP1424	Archaellin Synthesis	LIP4SUGT[e0] + FLGN[e0]  <=> ARCN[e0] 	Lipid_tetrasaccharide_Thr[e0] + Flagellin[e0]  <=> Archaellin[e0] 	
TSf	Tetrasaccharide flippase		Transport	LIP4SUGT[c0]  <=> LIP4SUGT[e0] 	Lipid_tetrasaccharide_Thr[c0]  <=> Lipid_tetrasaccharide_Thr[e0] 	
GALgt	GalNAc glycosyltransferase		Archaellin Synthesis	cpd00175[c0] + MEMLIP[c0]  <=> LIP1SUG[c0] 	UDP-N-acetyl-D-galactosamine[c0] + Membrane_lipid[c0]  <=> Lipid_monosaccharide[c0] 	
EX_NAC[c0]	NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose supply		Exchange	N2A24D5MH4U15P[c0]  <=> 	NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose[c0]  <=> 	
EX_Membrane_lipid[c0]	Membrane lipid synthesis		Exchange	MEMLIP[c0]  <=> 	Membrane_lipid[c0]  <=> 	
EX_Flagellin[e0]	Flagellin synthesis		Exchange	FLGN[e0]  <=> 	Flagellin[e0]  <=> 	
rxn10560[c0]	Indole-3-acetate transport via proton symport		Transport	cpd00067[c0] + cpd00703[c0]  <=> cpd00067[e0] + cpd00703[e0] 	H[c0] + Indoleacetate[c0]  <=> H[e0] + Indoleacetate[e0] 	
rxn10559[c0]	Hydroxyphenylacetate transport via proton symport		Transport	cpd00067[e0] + cpd00489[e0]  <=> cpd00067[c0] + cpd00489[c0] 	H[e0] + 4-Hydroxyphenylacetate[e0]  <=> H[c0] + 4-Hydroxyphenylacetate[c0] 	
rxn10587[c0]	Phenylacetate transport via proton symport		Transport	cpd00067[e0] + cpd00430[e0]  <=> cpd00067[c0] + cpd00430[c0] 	H[e0] + PACT[e0]  <=> H[c0] + PACT[c0] 	
rxn10586[c0]	Indoleacetate:CoA ligase	(MMP0315 and MMP0316) or (MMP0713 and MMP0714)	Amino Acid Biosynthesis	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd00703[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd11175[c0] 	H[c0] + CoA[c0] + ATP[c0] + Indoleacetate[c0]  -> PPi[c0] + AMP[c0] + S-2-(indol-3-yl)acetyl-CoA[c0] 	
rxn01946[c0]	4-Hydroxyphenylacetate:CoA ligase (AMP-forming)	(MMP0315 and MMP0316) or (MMP0713 and MMP0714)	Amino Acid Biosynthesis	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd00489[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd03165[c0] 	H[c0] + CoA[c0] + ATP[c0] + 4-Hydroxyphenylacetate[c0]  -> PPi[c0] + AMP[c0] + 4-Hydroxyphenylacetyl-CoA[c0] 	
rxn01842[c0]	Phenylacetate:CoA ligase	(MMP0315 and MMP0316) or (MMP0713 and MMP0714)	Amino Acid Biosynthesis	cpd00010[c0] + cpd00002[c0] + cpd00430[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd00452[c0] 	CoA[c0] + ATP[c0] + PACT[c0]  -> PPi[c0] + AMP[c0] + Phenylacetyl-CoA[c0] 	
rxn10563[c0]	Hydroxyphenylpyruvate ferredoxin oxidoreductase	(MMP0315 and MMP0316) or (MMP0713 and MMP0714)	Amino Acid Biosynthesis	cpd00010[c0] + cpd11621[c0] + cpd00868[c0]  <=> cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd03165[c0] 	CoA[c0] + Oxidizedferredoxin[c0] + p-hydroxyphenylpyruvate[c0]  <=> H[c0] + CO2[c0] + Reducedferredoxin[c0] + 4-Hydroxyphenylacetyl-CoA[c0] 	
rxn10562[c0]	Phenylpyruvate ferredoxin oxidoreductase	(MMP0315 and MMP0316) or (MMP0713 and MMP0714)	Amino Acid Biosynthesis	cpd00010[c0] + cpd11621[c0] + cpd00143[c0]  <=> cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd00452[c0] 	CoA[c0] + Oxidizedferredoxin[c0] + Phenylpyruvate[c0]  <=> H[c0] + CO2[c0] + Reducedferredoxin[c0] + Phenylacetyl-CoA[c0] 	
rxn00483[c0]	L-Tryptophan:2-oxoglutarate aminotransferase	(MMP0315 and MMP0316) or (MMP0713 and MMP0714)	Amino Acid Biosynthesis	cpd00024[c0] + cpd00065[c0]  <=> cpd00023[c0] + cpd00278[c0] 	2-Oxoglutarate[c0] + L-Tryptophan[c0]  <=> L-Glutamate[c0] + Indole-3-pyruvate[c0] 	
EX_cpd00430[e0]	EX_PACT[e0]		Exchange	cpd00430[e0]  <=> 	PACT[e0]  <=> 	
